cur_kal_20m_20190308,2019,0,1196,152815364,,,,
cur_kal_20m_20191113,2019,0,1048,2452429776,,,,
cur_kal_40m_20190224,2019,0,488,474113132,,,,
cur_kal_40m_20191113,2019,0,1024,2774918142,,,,
cur_kal_10m_20190309,2019,4,1345,211696194,,,,
cur_kal_10m_20191113,2019,0,1204,2569259537,,,,
cur_kal_05m_20190309,2019,0,494,96483930,,,,
cur_kal_05m_20191113,2019,0,914,2361085727,,,,
cur_kal_60m_20190224,2019,0,512,486005970,,,,
cur_kal_60m_20191113,2019,0,708,1724458941,,,,
cur_sna_20m_20190310,2019,19,1121,160303137,,,,
cur_sna_20m_20191111,2019,1,929,2306391123,,,,
cur_sna_10m_20190305,2019,0,1048,497144324,,,,
cur_sna_10m_20191111,2019,2,864,2184576448,,,,
cur_sna_05m_20190307,2019,28,951,461622914,,,,
cur_sna_05m_20191110,2019,0,612,1435729804,,,,
cur_sna_40m_20190222,2019,0,645,614496081,,,,
cur_sna_40m_20191110,2019,24,918,2040173398,,,,
cur_sna_60m_20191111,2019,0,838,1592021299,,,,
cur_sna_60m_20190222,2019,0,497,448097829,,,,
cur_sea_10m_20191112,2019,0,985,2110638828,,,,
cur_sea_10m_20190319,2019,1,1270,136493647,,,,
cur_sea_20m_20191112,2019,0,1020,2271806999,,,,
cur_sea_40m_20190220,2019,0,483,483216905,,,,
cur_sea_40m_20191112,2019,1,869,1668588841,,,,
cur_sea_60m_20191112,2019,0,819,1857337523,,,,
cur_sea_60m_20190219,2019,0,504,453290873,,,,
cur_cas_05m_20190401,2019,0,730,88057409,,,,
cur_cas_10m_20190401,2019,0,824,106803578,,,,
cur_cas_20m_20190331,2019,0,1237,173069965,,,,
cur_seb_10m_20190319,2019,0,1265,136184055,,,,
cur_seb_20m_20190319,2019,0,1000,117410054,,,,
cur_seb_20m_20190319_copy,2019,0,1000,116610792,,,,
cur_kal_20m_20200214,2020,0,1053,2115242144,,,,
cur_kal_20m_20201209,2020,0,1241,2334201745,,,,
cur_kal_40m_20200214,2020,0,900,1880939255,,,,
cur_kal_40m_20201214,2020,0,1086,1788425099,,,,
cur_kal_10m_20200214,2020,0,1106,2593772312,,,,
cur_kal_10m_20201209,2020,0,1825,3435731772,,,,
cur_kal_05m_20200214,2020,1,809,1933553032,,,,
cur_kal_05m_20201209,2020,0,1401,2191987066,,,,
cur_kal_60m_20200214,2020,0,949,1742197967,,,,
cur_kal_60m_20201214,2020,0,1017,1792483259,,,,
cur_sna_20m_20200303,2020,0,940,2418370428,,,,
cur_sna_20m_20201202,2020,0,1356,1803778982,,,,
cur_sna_10m_20200303,2020,0,1164,2264724527,,,,
cur_sna_10m_20201202,2020,0,1249,1841847771,,,,
cur_sna_05m_20200303,2020,27,699,1773904410,,,,
cur_sna_05m_20201202,2020,12,1187,1274339412,,,,
cur_sna_40m_20200216,2020,9,807,1840389227,,,,
cur_sna_40m_20201205,2020,2,1107,1965464099,,,,
cur_sna_60m_20200216,2020,48,804,1664870398,,,,
cur_sna_60m_20201205,2020,0,757,58853016,,,,
cur_sna_60m_20201227,2020,0,1140,1963480670,,,,
cur_sea_10m_20200221,2020,79,833,1786920352,,,,
cur_sea_10m_20201210,2020,0,1228,2120000139,,,,
cur_sea_20m_20200221,2020,0,883,2122163294,,,,
cur_sea_20m_20201210,2020,0,990,1665525678,,,,
cur_sea_40m_20200221,2020,0,929,1889672144,,,,
cur_sea_40m_20201223,2020,0,945,2076333873,,,,
cur_sea_60m_20200221,2020,0,829,1794808889,,,,
cur_sea_60m_20201223,2020,13,991,2184487623,,,,
cur_dir_05m_20200227,2020,0,816,2014832068,,,,
cur_dir_05m_20201219,2020,0,761,1593231867,,,,
cur_dir_05m_20201130,2020,0,1737,2347392789,,,,
cur_dir_10m_20200227,2020,0,1006,2357795266,,,,
cur_dir_10m_20201219,2020,0,577,1123457405,,,,
cur_dir_10m_20201130,2020,3,1716,2954528436,,,,
cur_dir_20m_20200227,2020,0,1131,2580258627,,,,
cur_dir_20m_20201219,2020,0,626,1273999173,,,,
cur_dir_20m_20201130,2020,0,1438,1993099907,,,,
cur_dir_40m_20200227,2020,1,1199,2814272639,,,,
cur_dir_40m_20201219,2020,0,1131,1466628849,,,,
cur_dir_60m_20200227,2020,0,952,2088728556,,,,
cur_dir_60m_20201219,2020,0,1472,1920836601,,,,
cur_wat_05m_20200225,2020,8,861,2157376617,,,,
cur_wat_05m_20201201,2020,0,1180,1967420896,,,,
cur_wat_10m_20200225,2020,1,864,2169758693,,,,
cur_wat_10m_20201201,2020,0,1390,2208293694,,,,
cur_wat_20m_20200225,2020,0,915,2145546161,,,,
cur_wat_20m_20201201,2020,0,1203,1700104142,,,,
cur_wat_40m_20200225,2020,0,878,2086649083,,,,
cur_wat_60m_20200225,2020,0,802,1585071762,,,,
cur_hul_05m_20200301,2020,0,766,1933850297,,,,
cur_hul_05m_20201206,2020,0,1321,1673885091,,,,
cur_hul_10m_20200301,2020,0,1042,2733111872,,,,
cur_hul_10m_20201206,2020,0,1552,2207466627,,,,
cur_hul_20m_20200301,2020,0,1391,3314780706,,,,
cur_hul_20m_20201206,2020,0,1304,2187411407,,,,
cur_hul_40m_20200301,2020,59,1345,2900067475,,,,
cur_hul_60m_20200301,2020,0,1103,2354587372,,,,
cur_est_05m_20200219,2020,7,1021,3295307857,,,,
cur_est_05m_20201127,2020,0,1422,1790268468,,,,
cur_est_10m_20200219,2020,0,1281,3842950646,,,,
cur_est_10m_20201127,2020,0,1709,134818136,,,,
cur_est_20m_20200219,2020,20,1287,3972012693,,,,
cur_est_20m_20201127,2020,0,1220,1832824910,,,,
cur_est_40m_20200219,2020,0,1362,0,,,,
cur_est_60m_20200302,2020,0,1064,2562230488,,,,
cur_sam_05m_20200222,2020,2,712,1583266869,,,,
cur_sam_10m_20200222,2020,78,908,2082205345,,,,
cur_sam_20m_20200222,2020,3,1074,2560669529,,,,
cur_sam_40m_20200222,2020,5,1037,2082462222,,,,
cur_cas_05m_20201212,2020,0,879,1885464091,,,,
cur_cas_10m_20201212,2020,0,893,1654838816,,,,
cur_cas_20m_20201212,2020,0,949,2122326714,,,,
cur_seb_10m_20201210,2020,0,605,1124536527,,,,
cur_seb_20m_20201210,2020,0,713,1079926778,,,,
cur_kal_20m_20210219,2021,0,1183,1485184773,,,,
cur_kal_20m_20211130,2021,0,1098,1554741984,,,,
cur_kal_40m_20210214,2021,1,1066,2302691948,,,,
cur_kal_40m_20211127,2021,0,1263,2304999987,,,,
cur_kal_10m_20210219,2021,0,1507,2369097047,,,,
cur_kal_10m_20211130,2021,0,1883,2613322068,,,,
cur_kal_05m_20210219,2021,0,1057,1476104316,,,,
cur_kal_05m_20211130,2021,0,1265,0,,,,
cur_kal_60m_20210214,2021,5,1093,2350130168,,,,
cur_kal_60m_20211127,2021,0,1123,2339061050,,,,
cur_sna_20m_20210305,2021,1,1132,1814847842,,,,
cur_sna_20m_20211124,2021,0,1171,1899331833,,,,
cur_sna_10m_20210305,2021,0,1339,1926288909,,,,
cur_sna_10m_20211124,2021,0,1768,2386386295,,,,
cur_sna_05m_20210305,2021,50,1399,1830862145,,,,
cur_sna_05m_20211124,2021,0,1428,1827988429,,,,
cur_sna_40m_20210307,2021,2,900,1561565958,,,,
cur_sna_40m_20211204,2021,188,1197,1595467050,,,,
cur_sna_60m_20210307,2021,0,752,1741429519,,,,
cur_sna_60m_20211204,2021,5,1082,2104889142,,,,
cur_sea_10m_20210302,2021,0,1662,2404151450,,,,
cur_sea_10m_20211125,2021,0,1882,2433963167,,,,
cur_sea_20m_20210302,2021,0,1244,1984907022,,,,
cur_sea_20m_20211125,2021,0,1117,1866598055,,,,
cur_sea_40m_20210228,2021,0,1249,1878031591,,,,
cur_sea_40m_20211215,2021,0,1299,2003067936,,,,
cur_sea_60m_20210228,2021,0,1269,1958167849,,,,
cur_sea_60m_20211215,2021,0,1219,2875172063,,,,
cur_dir_05m_20210221,2021,0,1199,2349171020,,,,
cur_dir_05m_20211202,2021,0,1215,1836658062,,,,
cur_dir_10m_20210221,2021,0,1402,2055766679,,,,
cur_dir_10m_20211202,2021,0,1310,2055105993,,,,
cur_dir_20m_20210221,2021,0,1201,1780481595,,,,
cur_dir_20m_20211202,2021,0,1120,1781812068,,,,
cur_dir_40m_20210221,2021,5,1726,3113326160,,,,
cur_dir_40m_20211128,2021,0,1369,2047053554,,,,
cur_dir_60m_20210213,2021,12,1441,2275773298,,,,
cur_dir_60m_20211128,2021,0,1588,2309269847,,,,
cur_wat_05m_20210218,2021,14,954,1518778795,,,,
cur_wat_05m_20210218_temp,2021,0,0,0,,,,
cur_wat_05m_20211126,2021,0,1469,2383776425,,,,
cur_wat_10m_20210218,2021,0,1135,1770002203,,,,
cur_wat_10m_20211126,2021,0,1489,2210551078,,,,
cur_wat_20m_20210218,2021,0,1003,1271907912,,,,
cur_wat_20m_20211126,2021,0,1193,1839763898,,,,
cur_hul_05m_20210223,2021,0,1090,2226028897,,,,
cur_hul_05m_20211203,2021,0,1073,1133285114,,,,
cur_hul_10m_20210223,2021,0,1336,2664341354,,,,
cur_hul_10m_20211203,2021,0,1290,1949390950,,,,
cur_hul_20m_20210223,2021,0,1555,2379346124,,,,
cur_hul_20m_20211203,2021,0,1088,1556171249,,,,
cur_est_05m_20210216,2021,0,974,1562805825,,,,
cur_est_05m_20211129,2021,0,1095,1171640849,,,,
cur_est_10m_20210216,2021,0,1278,2240519784,,,,
cur_est_10m_20211129,2021,0,1421,1811967121,,,,
cur_est_20m_20210216,2021,0,1182,1841911868,,,,
cur_est_20m_20211129,2021,0,1196,1464619595,,,,
cur_cas_05m_20210225,2021,0,1122,1546038803,,,,
cur_cas_10m_20210225,2021,0,973,1539569766,,,,
cur_cas_20m_20210225,2021,0,1069,1684061002,,,,
cur_seb_10m_20210302,2021,0,895,1508793220,,,,
cur_seb_20m_20210302,2021,0,720,1232547707,,,,
cur_kal_20m_20220513,2022,7,1239,3078547801,,,,
cur_kal_40m_20220513,2022,0,834,2882492082,,,,
cur_kal_10m_20220513,2022,13,1303,3359544783,,,,
cur_kal_05m_20220513,2022,166,799,0,,,,
cur_kal_60m_20220513,2022,25,909,2912481245,,,,
cur_sna_20m_20220515,2022,36,930,2729655785,,,,
cur_sna_10m_20220515,2022,294,813,0,,,,
cur_sna_05m_20220515,2022,496,622,0,,,,
cur_sna_40m_20220515,2022,1,758,2485055653,,,,
cur_sna_60m_20220515,2022,4,741,2494613756,,,,
cur_sea_10m_20220512,2022,0,1084,3018777535,,,,
cur_sea_20m_20220512,2022,0,1040,2929288617,,,,
cur_sea_40m_20220512,2022,0,853,2271650006,,,,
cur_sea_60m_20220512,2022,22,731,2399475603,,,,
cur_dir_05m_20220517,2022,616,736,0,,,,
cur_dir_10m_20220517,2022,103,920,2604771180,,,,
cur_dir_20m_20220517,2022,66,1062,3100145444,,,,
cur_dir_40m_20220517,2022,0,935,3080298819,,,,
cur_dir_60m_20220517,2022,14,1038,3540421731,,,,
cur_wat_05m_20220516,2022,356,818,0,,,,
cur_wat_10m_20220516,2022,345,922,0,,,,
cur_wat_20m_20220516,2022,577,946,0,,,,
cur_wat_40m_20220516,2022,299,943,0,,,,
cur_wat_60m_20220516,2022,39,841,2743236629,,,,
cur_hul_05m_20220519,2022,420,608,0,,,,
cur_hul_10m_20220519,2022,26,956,2888237889,,,,
cur_hul_20m_20220519,2022,8,1253,3776510011,,,,
cur_hul_40m_20220519,2022,130,934,2702434062,,,,
cur_hul_60m_20220519,2022,306,1036,0,,,,
cur_est_05m_20220511,2022,350,799,0,,,,
cur_est_10m_20220511,2022,6,897,2508575913,,,,
cur_est_20m_20220511,2022,1,1095,2476513543,,,,
cur_est_40m_20220511,2022,0,827,2114251457,,,,
cur_est_60m_20220511,2022,0,963,2298657542,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,$0.00 ,$0.04 ,"$2,160.00 "